shape_variant_id,version_id,shape_id,trip_headsign,is_main,note
100440,100273,P543,"Rákoskeresztúr, vkp. (metró felé)",0,
100441,100274,M238,"Rákoskeresztúr, Kis utcai lakótelep",1,
100442,100275,M239,Örs vezér tere M+H,1,
100443,100276,S294,"Maglód, Auchan áruház",0,
100444,100276,S245,"Maglód, Auchan áruház",1,
100445,100276,S246,"Rákoskeresztúr, vkp. (városhatár felé)",0,
100446,100277,T866,Kőbánya alsó vasútállomás,1,
100447,100277,M021,"Rákoskeresztúr, vkp. (metró felé)",0,
100448,100277,S293,Kőbánya alsó vasútállomás,0,
100449,100278,S247,"Rákoskeresztúr, vkp. (metró felé)",1,
100450,100279,S296,Kőbánya alsó vasútállomás,1,
100451,100280,R828,"Solymár, PEMÜ",0,
100452,100280,R842,Templom tér,1,
100453,100280,R844,"Solymár, PEMÜ",0,
100454,100281,R829,Hűvösvölgy,1,
100455,100281,R843,Hűvösvölgy,0,
100456,100281,R845,"Solymár, Templom tér",0,
100457,100282,3158,Remetehegyi út,1,
100458,100283,3159,Kolosy tér,1,
100459,100284,G186,"Pestszentlőrinc, Mednyánszky utca",0,
100460,100284,H990,Pestszentimre vasútállomás (Dózsa Gy.u.),0,
100461,100284,G187,Ferihegy vasútállomás,0,
100462,100284,G188,"Pestszentlőrinc, Mednyánszky utca",0,
100463,100284,H988,Ferihegy vasútállomás,1,
100464,100285,H989,Gubacsi út,0,
100465,100285,G189,"Pestszentlőrinc, Béke tér",0,
100466,100285,M768,Gubacsi út,1,
100467,100286,H364,Ferihegy vasútállomás,1,
100468,100287,M770,Pestszentimre vasútállomás (Vasút utca),1,
100469,100288,G742,"Rákoshegy, Ferihegyi út",0,
100470,100288,G747,"Rákoshegy, Ferihegyi út",1,
100471,100289,G748,Örs vezér tere M+H,1,
100472,100289,G749,Rákoshegy vasútállomás,0,
100473,100290,M026,"Pécel, Kun József utca",1,
100474,100290,M031,"Pécel, Kun József utca",0,
100475,100291,M027,Örs vezér tere M+H,1,
100476,100291,M030,"Rákoskeresztúr, vkp. (metró felé)",0,
100477,100292,H474,"Rákospalota, Csömöri-patak",1,
100478,100293,H473,Újpest-Központ M,1,
100479,100294,T040,"Törökbálint, Munkácsy Mihály utca",1,
100480,100294,T051,"Törökbálint, Munkácsy Mihály utca",0,
100481,100295,T041,Kosztolányi Dezső tér,1,
100482,100295,T052,Dayka Gábor utca,0,
100483,100295,T937,Móricz Zsigmond körtér,0,
100484,100295,T967,Kosztolányi Dezső tér,0,
100485,100296,G173,Cinkota H,1,
100486,100297,G174,Örs vezér tere M+H,1,
100487,100297,S402,Örs vezér tere M+H,0,
100488,100298,D144,Cinkota H,1,
100489,100299,D146,"Újpalota, Szentmihályi út",1,
100490,100300,N360,"Rákoscsaba-Újtelep, Tóalmás utca",1,
100491,100300,N745,"Rákoscsaba-Újtelep, Tóalmás utca",0,
100492,100301,N744,Örs vezér tere M+H,1,
100493,100301,N746,Vidor utca,0,
100494,100302,U206,Alagút utca,0,
100495,100302,W470,Keleti pályaudvar M,1,
100496,100303,U207,Naphegy tér,0,
100497,100303,U326,Naphegy tér,0,
100498,100303,U510,Naphegy tér,0,
100499,100303,W801,Naphegy tér,1,
100500,100303,W802,Krisztina tér,0,
100501,100304,T651,"Csepel, Szent Imre tér",1,
100502,100305,U488,Közvágóhíd H,1,
100503,100306,G048,"József Attila ltp., Távíró utca",1,
100504,100307,G049,Aszódi utca,1,
100505,100308,N956,Alacskai úti lakótelep,1,
100506,100308,O389,Alacskai úti lakótelep,0,
100507,100309,N959,Kőbánya-Kispest M,1,
100508,100309,O390,Gilice tér,0,
100509,100310,6833,Szemeretelep vasútállomás,1,
100510,100310,6863,Szemeretelep vasútállomás,0,
100511,100311,0145,"Pestszentlőrinc, Szarvas csárda tér",1,
100512,100312,N961,"Pestszentimre, Benjámin utca",1,
100513,100312,O397,"Pestszentimre, Benjámin utca",0,
100514,100313,N962,Kőbánya-Kispest M,1,
100515,100313,O398,Obszervatórium,0,
100516,100314,3801,"Újhegyi út, Sportliget",1,
100517,100315,J373,Kőbánya alsó vasútállomás,1,
100518,100316,V184,Donát utca,1,
100519,100317,V185,Békásmegyer H,1,
100520,100318,S192,Kamaraerdő,1,
100521,100319,S193,Kosztolányi Dezső tér,1,
100522,100320,S184,Budaörsi Ipari és Technológiai Park,1,
100523,100321,S186,"Budaörs, Tetra Pak",1,
100524,100321,S187,Móricz Zsigmond körtér,0,
100525,100321,S188,Dayka Gábor utca,0,
100526,100322,V735,Sarolta utca,1,
100527,100323,V046,Nyugati pályaudvar M,1,
100528,100324,E182,"Pestszentlőrinc, Mednyánszky utca",0,
100529,100324,N966,"Pestszentlőrinc, Mednyánszky utca",1,
100530,100325,E183,Béke tér (Üllői út),0,
100531,100325,N967,Kőbánya-Kispest M,1,
100532,100326,7504,Gloriett lakótelep,0,
100533,100326,J088,Gloriett lakótelep,1,
100534,100327,J089,Határ út M,1,
100535,100328,S092,"Újpest, Fóti út",1,
100536,100329,S093,"Újpalota, Szentmihályi út",1,
100537,100330,P815,Újpest-Városkapu M,1,
100538,100331,H549,"Újpalota, Szentmihályi út",1,
100539,100332,M689,Rákoskert vasútállomás,1,
100540,100332,M709,Rákoskert vasútállomás,0,
100541,100332,M710,Kucorgó tér,0,
100542,100333,M035,"Rákoscsaba-Újtelep, Tóalmás utca",1,
100543,100333,R878,Városközpont (Ferihegyi út),0,
100544,100333,M036,"Rákoscsaba-Újtelep, Tóalmás utca",0,
100545,100333,R877,"Rákoscsaba-Újtelep, Tóalmás utca",0,
100546,100334,M037,Ároktő út,0,
100547,100334,R879,Dél-pesti autóbuszgarázs,1,
100548,100334,R899,Dél-pesti autóbuszgarázs,0,
100549,100335,G556,Áchim András utca,1,
100550,100336,G557,Határ út M,1,
100551,100336,G558,Ady Endre út,0,
100552,100337,R555,Liszt Ferenc Airport 2,1,
100553,100337,U509,Kőbánya-Kispest M,0,
100554,100338,U482,Kőbánya-Kispest M,1,
100555,100338,U483,Határ út M,0,
100556,100339,M080,Kucorgó tér,1,
100557,100339,R511,Kucorgó tér,0,
100558,100340,R512,Kőbánya-Kispest M,1,
100559,100341,P555,Kucorgó tér,0,
100560,100341,R515,Kucorgó tér,1,
100561,100341,R518,"Rákoskeresztúr, vkp. (városhatár felé)",0,
100562,100342,M086,"Rákoskeresztúr, vkp. (metró felé)",0,
100563,100342,R516,Kőbánya-Kispest M,1,
100564,100342,R519,Kőbánya-Kispest M,0,
100565,100343,T773,Neumann János utca,1,
100566,100344,T774,"Petőfi híd, budai hídfő",1,
100567,100345,U218,Békásmegyer H,0,
100568,100345,U220,Békásmegyer H,1,
100569,100346,S071,Újpest-Központ M,0,
100570,100346,U219,"Rákospalota, Kossuth utca",1,
100571,100346,U221,"Rákospalota, Kossuth utca",0,
100572,100346,U230,"Rákospalota, Kossuth utca",0,
100573,100347,O579,Svábhegy,1,
100574,100347,O580,Svábhegy,0,
100575,100347,O604,Vincellér utca,0,
100576,100348,O578,Boráros tér H,1,
100577,100348,O582,"Ortopédia, Vérellátó",0,
100578,100348,O603,Boráros tér H,0,
100579,100349,U790,"Baross Gábor-telep, Török utca",1,
100580,100349,U795,"Baross Gábor-telep, Török utca",0,
100581,100350,U791,Kosztolányi Dezső tér,1,
100582,100350,U798,XIII. utca / Dózsa György út,0,
100583,100351,Q354,"Baross Gábor-telep, Ispiláng utca",1,
100584,100352,U800,Kosztolányi Dezső tér,1,
100585,100353,J371,"Pestszentlőrinc, Szarvas csárda tér",0,
100586,100353,J369,"Pestszentlőrinc, Szarvas csárda tér",1,
100587,100354,J372,Kőbánya alsó vasútállomás,0,
100588,100354,J370,Kőbánya alsó vasútállomás,1,
100589,100355,G320,"Pestszentlőrinc, Szarvas csárda tér",1,
100590,100355,G547,Sibrik Miklós út,0,
100591,100356,G319,Blaha Lujza tér M,1,
100592,100356,M872,Kőbánya alsó vasútállomás,0,
100593,100357,J035,"Pilisborosjenő, Téglagyári tér",1,
100594,100357,O276,"Pilisborosjenő, Téglagyári tér",0,
100595,100358,J036,Szentlélek tér H,1,
100596,100358,O277,Óbudai temető,0,
100597,100359,O258,"Solymár, Auchan áruház",1,
100598,100360,O259,Szentlélek tér H,1,
100599,100361,H460,"Újpest, Erdősor út",1,
100600,100362,H461,Újpest-Központ M,1,
100601,100363,N702,"Budakeszi, Honfoglalás sétány",1,
100602,100364,R704,Széll Kálmán tér M,1,
100603,100365,T409,"Újpalota, Szentmihályi út",1,
100604,100366,P830,"Rákospalota, Székely Elek út",1,
100605,100367,N024,Mexikói út M,1,
100606,100368,W650,Óbudai-sziget,1,
100607,100369,W649,Nyugati pályaudvar M,1,
100608,100370,W493,"Megyer, Aquaworld",1,
100609,100371,W489,Keleti pályaudvar M,1,
100610,100372,G845,"Rákospalota, Széchenyi tér",1,
100611,100372,G848,"Rákospalota, Széchenyi tér",0,
100612,100373,G844,Örs vezér tere M+H,1,
100613,100374,U551,Budatétény vasútállomás (Campona),0,
100614,100374,U552,Budatétény vasútállomás (Campona),1,
100615,100374,U572,Hengermalom út,0,
100616,100375,U553,Bosnyák tér,0,
100617,100375,U554,Bosnyák tér,1,
100618,100375,U627,Bosnyák tér,0,
100619,100376,V233,Jablonka út,1,
100620,100377,K712,Bécsi út,0,
100621,100377,V234,Szentlélek tér H,1,
100622,100378,G567,Gazdagréti tér,1,
100623,100378,I005,Sasadi út,0,
100624,100378,P760,Gazdagréti tér,0,
100625,100379,G571,Dayka Gábor utca,0,
100626,100379,P700,Uránia,1,
100627,100379,P709,Keleti pályaudvar M,0,
100628,100380,R696,Budaörsi lakótelep,0,
100629,100380,W993,Budaörsi lakótelep,1,
100630,100381,R694,Móricz Zsigmond körtér,0,
100631,100381,W997,Móricz Zsigmond körtér,1,
100632,100381,W998,Dayka Gábor utca,0,
100633,100382,R708,Budaörsi lakótelep,1,
100634,100382,R711,Budaörsi lakótelep,0,
100635,100383,R709,Móricz Zsigmond körtér,1,
100636,100383,R710,Sasadi út,0,
100637,100384,V181,Pince köz,1,
100638,100384,V182,Békásmegyer H,0,
100639,100385,D369,Budapesti út,0,
100640,100385,G182,Budapesti út,1,
100641,100386,D370,Olga utca,0,
100642,100386,G181,Örs vezér tere M+H,1,
100643,100387,U807,Savoya Park,1,
100644,100388,U808,Újbuda-központ,1,
100645,100388,U813,Újbuda-központ,0,
100646,100389,U814,Arany János utcai lakótelep,1,
100647,100390,U815,Savoya Park,1,
100648,100390,U816,"Budafok, Városház tér",0,
100649,100391,K091,"Budafok, Vincellér út",0,
100650,100391,W954,Memento Park,1,
100651,100392,K090,"Budafok, Városház tér",0,
100652,100392,W955,"Budafok, Városház tér",1,
100653,100393,E861,Alacskai úti lakótelep,0,
100654,100393,J486,Alacskai úti lakótelep,1,
100655,100393,J528,Alacskai úti lakótelep,0,
100656,100394,E860,Népliget M,0,
100657,100394,J529,Szentlőrinci út,0,
100658,100394,M775,Népliget M,1,
100659,100395,2384,Hűvösvölgy,1,
100660,100395,C026,Hűvösvölgy,0,
100661,100395,N649,Solymári elágazás,0,
100662,100396,I368,Kocsis Sándor út,0,
100663,100396,G394,Kocsis Sándor út,1,
100664,100397,I369,Batthyány tér M+H,0,
100665,100397,G395,Batthyány tér M+H,1,
100666,100398,M024,"Rákoskeresztúr, városközpont",1,
100667,100399,M025,Örs vezér tere M+H,1,
100668,100400,M095,Erzsébet körút,0,
100669,100400,S248,Erzsébet körút,1,
100670,100400,S249,"Rákoskeresztúr, vkp. (városhatár felé)",0,
100671,100401,M099,"Rákoskeresztúr, vkp. (metró felé)",0,
100672,100401,S297,Kőbánya alsó vasútállomás,1,
100673,100401,T872,Kőbánya alsó vasútállomás,0,
100674,100402,R313,"Solymár, PEMÜ",1,
100675,100403,R312,Hűvösvölgy,1,
100676,100404,G201,Ferihegy vasútállomás,1,
100677,100405,L864,"Pestszentlőrinc, Mednyánszky utca",0,
100678,100405,M777,Pestszentimre vasútállomás (Vasút utca),1,
100679,100406,T035,"Törökbálint, Munkácsy Mihály utca",1,
100680,100406,T037,"Törökbálint, Munkácsy Mihály utca",0,
100681,100407,T036,Kosztolányi Dezső tér,1,
100682,100407,T038,Dayka Gábor utca,0,
100683,100408,N644,Rákosliget vasútállomás,0,
100684,100408,T879,Injekcióüzem,1,
100685,100408,T881,Rákosliget vasútállomás,0,
100686,100408,T883,Cinkotai autóbuszgarázs,0,
100687,100408,T884,Vidor utca,0,
100688,100409,K902,Örs vezér tere M+H,0,
100689,100409,M858,Örs vezér tere M+H,1,
100690,100410,D150,Bosnyák tér,1,
100691,100411,D151,Örs vezér tere M+H,1,
100692,100412,G060,Aszódi utca,1,
100693,100413,N981,Alacskai úti lakótelep,1,
100694,100413,O393,Alacskai úti lakótelep,0,
100695,100414,N982,Kőbánya-Kispest M,1,
100696,100415,N983,"Pestszentimre, Benjámin utca",1,
100697,100415,O401,"Pestszentimre, Benjámin utca",0,
100698,100416,N984,Kőbánya-Kispest M,1,
100699,100417,V047,"Zugliget, Libegő",1,
100700,100418,S534,Budagyöngye,0,
100701,100418,V048,Nyugati pályaudvar M,1,
100702,100419,G440,"Gyál, Vecsési út",0,
100703,100419,G443,"Gyál, Vecsési út",0,
100704,100419,P867,Kéreg utca,1,
100705,100419,P868,"Gyál, Vecsési út",0,
100706,100420,G441,Határ út M,1,
100707,100420,G446,Szentlőrinci út,0,
100708,100421,H441,"Káposztásmegyer, Szilas-patak",1,
100709,100422,H440,"Újpalota, Szentmihályi út",1,
100710,100423,L685,Puskás Ferenc Stadion M,0,
100711,100423,W388,Lehel utca,1,
100712,100423,W392,Lehel utca,0,
100713,100424,L684,Közvágóhíd H,0,
100714,100424,W389,Közvágóhíd H,1,
100715,100424,W391,Puskás Ferenc Stadion M,0,
100716,100425,W397,Lehel utca,1,
100717,100425,W399,Lehel utca,0,
100718,100425,W987,Puskás Ferenc Stadion M,0,
100719,100426,L712,Népliget M,0,
100720,100426,W398,Népliget M,1,
100721,100426,W988,Puskás Ferenc Stadion M,0,
100722,100427,U142,Közvágóhíd,1,
100723,100428,U144,Kossuth Lajos tér (Széchenyi rakpart),1,
100724,100429,J413,Száva kocsiszín,0,
100725,100429,V360,Nagykőrösi út/Határ út,0,
100726,100429,5911,Örs vezér tere - Kőbánya M,0,
100727,100429,B099,Gubacsi út,1,
100728,100429,B180,Gubacsi út,0,
100729,100429,J407,Nagykőrösi út/Határ út,0,
100730,100429,L187,Gubacsi út,0,
100731,100429,L967,Zugló kocsiszín,0,
100732,100429,N958,Gubacsi út,0,
100733,100430,5568,Száva kocsiszín,0,
100734,100430,5572,Zugló kocsiszín,0,
100735,100430,B098,Mexikói út M,1,
100736,100430,J396,Mexikói út M,0,
100737,100430,L188,Mexikói út M,0,
100738,100431,0977,Újbuda-központ,1,
100739,100431,1957,Hungária kocsiszín,0,
100740,100431,2064,Újbuda-központ,0,
100741,100432,2065,Széll Kálmán tér M,0,
100742,100432,0976,Széll Kálmán tér M,1,
100743,100432,6914,Blaha Lujza tér M,0,
100744,100433,B824,Móricz Zsigmond körtér,0,
100745,100433,B823,Hungária kocsiszín,0,
100746,100433,B693,Móricz Zsigmond körtér,1,
100747,100434,B825,Blaha Lujza tér M,0,
100748,100434,2066,Széll Kálmán tér M,0,
100749,100434,B692,Széll Kálmán tér M,1,
100750,100435,B213,"Rákospalota, Kossuth utca",1,
100751,100435,L129,"Rákospalota, Kossuth utca",0,
100752,100436,B212,Angyalföld kocsiszín,1,
100753,100436,L130,Tél utca,0,
100754,100437,B116,"Káposztásmegyer, Megyeri út",1,
100755,100437,L119,"Káposztásmegyer, Megyeri út",0,
100756,100438,B117,Lehel tér M,1,
100757,100438,O797,Angyalföld kocsiszín (telephely),0,
100758,100438,O798,Angyalföld kocsiszín (telephely),0,
100759,100439,1020,Bécsi út (Vörösvári út),1,
100760,100440,1019,"Margit híd, budai hídfő H",1,
100761,100440,X156,Széll Kálmán tér M,0,
100762,100441,I674,Savoya Park,1,
100763,100441,I977,Móricz Zsigmond körtér,0,
100764,100441,L014,Budafok kocsiszín,0,
100765,100442,I675,Széll Kálmán tér M,1,
100766,100442,I974,Móricz Zsigmond körtér,0,
100767,100442,I976,Széll Kálmán tér M,0,
100768,100442,L015,Móricz Zsigmond körtér,0,
100769,100443,1986,Kelenföld kocsiszín,0,
100770,100443,J899,Kelenföld vasútállomás,1,
100771,100444,J900,Batthyány tér M+H,1,
100772,100444,J904,Batthyány tér M+H,0,
100773,100445,1174,Közvágóhíd,1,
100774,100445,L135,Haller utca (Soroksári út),0,
100775,100446,1176,Keleti pályaudvar M,1,
100776,100446,L134,Keleti pályaudvar M,0,
100777,100447,K873,Izraelita temető,1,
100778,100448,K874,Blaha Lujza tér M,1,
100779,100448,L141,Blaha Lujza tér M,0,
100780,100448,N882,Új köztemető (Kozma utca),0,
100781,100449,N869,Új köztemető (Kozma utca),1,
100782,100449,N873,Orczy tér,0,
100783,100449,N878,Baross kocsiszín,0,
100784,100449,N879,Új köztemető (Kozma utca),0,
100785,100450,N870,Blaha Lujza tér M,1,
100786,100450,N871,Blaha Lujza tér M,0,
100787,100450,N872,Baross kocsiszín (Baross kapu),0,
100788,100450,N877,Baross kocsiszín,0,
100789,100451,U915,Új köztemető (Kozma utca),1,
100790,100452,U916,Blaha Lujza tér M,1,
100791,100453,U921,Sörgyár,1,
100792,100454,U951,Száva kocsiszín,0,
100793,100454,U922,Blaha Lujza tér M,1,
100794,100455,J902,Kamaraerdei Ifjúsági Park,1,
100795,100455,Q480,Kamaraerdei Ifjúsági Park,0,
100796,100456,J901,Batthyány tér M+H,1,
100797,100456,J906,Batthyány tér M+H,0,
100798,100456,L035,Móricz Zsigmond körtér,0,
100799,100456,Q478,Budafok kocsiszín,0,
100800,100457,1204,"Budafok, Városház tér",1,
100801,100457,2032,Budafok kocsiszín,0,
100802,100457,I999,Kelenföld kocsiszín,0,
100803,100457,J456,Móricz Zsigmond körtér,0,
100804,100457,L044,Budafok kocsiszín,0,
100805,100458,1203,Deák Ferenc tér M,1,
100806,100458,J453,Móricz Zsigmond körtér,0,
100807,100458,L865,Deák Ferenc tér M,0,
100808,100459,1206,Kelenföld vasútállomás,1,
100809,100460,1205,Deák Ferenc tér M,1,
100810,100461,1207,"Pestszentlőrinc, Béke tér",1,
100811,100462,1208,Határ út M,1,
100812,100463,N756,Nagysándor József utca,1,
100813,100463,N762,Nagysándor József utca,0,
100814,100463,N766,Száva kocsiszín,0,
100815,100464,N757,Mester utca (Ferenc körút),1,
100816,100464,N763,Száva kocsiszín,0,
100817,100465,N769,Ferencváros vasútállomás,1,
100818,100466,N770,Mester utca (Ferenc körút),1,
100819,100467,B103,"Pesterzsébet, Pacsirtatelep",1,
100820,100468,B104,Határ út M,1,
100821,100469,D209,"Farkasrét, Márton Áron tér",1,
100822,100469,Q512,"Farkasrét, Márton Áron tér",0,
100823,100470,D208,Szent János Kórház,1,
100824,100471,G469,"Farkasrét, Márton Áron tér",1,
100825,100472,G470,Széll Kálmán tér M,1,
100826,100473,G368,"Széchenyi-hegy, Gyermekvasút",1,
100827,100474,G367,Városmajor,1,
100828,100475,X020,Zuhatag sor,1,
100829,100475,X022,Zuhatag sor,0,
100830,100475,X024,Zuhatag sor,0,
100831,100475,I669,Széll Kálmán tér M,0,
100832,100475,R268,Budagyöngye,0,
100833,100475,I295,Hűvösvölgy,0,
100834,100475,I667,Hűvösvölgy,0,
100835,100475,L751,Hűvösvölgy,0,
100836,100476,X021,Móricz Zsigmond körtér,1,
100837,100476,X023,Széll Kálmán tér M,0,
100838,100476,X066,Szépilona kocsiszín,0,
100839,100476,I668,Móricz Zsigmond körtér,0,
100840,100476,L752,Széll Kálmán tér M,0,
100841,100476,I296,Móricz Zsigmond körtér,0,
100842,100476,I298,Szépilona kocsiszín,0,
100843,100476,I666,Széll Kálmán tér M,0,
100844,100477,E978,"Rákospalota, MÁV-telep",1,
100845,100477,L194,"Rákospalota, MÁV-telep",0,
100846,100478,E977,Blaha Lujza tér M,1,
100847,100479,J418,Kőbánya alsó vasútállomás (Mázsa tér),0,
100848,100479,E769,"Rákospalota, MÁV-telep",1,
100849,100480,E784,Kőbánya alsó vasútállomás (Mázsa tér),1,
100850,100481,1246,"Újpalota, Erdőkerülő utca",1,
100851,100481,2061,Zugló kocsiszín,0,
100852,100481,L839,"Újpalota, Erdőkerülő utca",0,
100853,100482,1245,Mexikói út M,1,
100854,100482,4439,Zugló kocsiszín,0,
100855,100483,V420,"Erzsébet királyné útja, aluljáró",1,
100856,100484,V419,Kossuth Lajos tér M (Kozma Ferenc utca),1,
100857,100485,S395,Zugló vasútállomás,1,
100858,100485,S397,Vakok Intézete,0,
100859,100486,S396,Arany János utca M,1,
100860,100486,S398,Arany János utca M,0,
100861,100487,S399,Keleti pályaudvar M,1,
100862,100488,S400,Arany János utca M,1,
100863,100489,C552,Csáktornya park,0,
100864,100489,S625,Csáktornya park,1,
100865,100489,W405,Zichy Géza utca,0,
100866,100490,S626,Károly körút (Astoria M),1,
100867,100490,S627,Vakok Intézete,0,
100868,100491,S628,Csáktornya park,1,
100869,100492,S629,Mexikói út M,1,
100870,100493,S375,Puskás Ferenc Stadion M,1,
100871,100494,S374,Jászai Mari tér,1,
100872,100495,S630,Keleti pályaudvar M,1,
100873,100496,S631,Jászai Mari tér,1,
100874,100497,S632,Öv utca (Egressy út),1,
100875,100498,S633,Puskás Ferenc Stadion M,1,
100876,100498,S635,Puskás Ferenc Stadion M,0,
100877,100499,V421,Keleti pályaudvar M,1,
100878,100500,V422,Kossuth Lajos tér M (Kozma Ferenc utca),1,
